,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1986,0,0,0,0,0,0,0,0,14,0,0,0
1,0,1999,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1994,0,0,0,0,0,6,0,0,0,0
3,18,14,1,1873,17,0,38,11,3,2,6,17,0
4,7,0,5,0,1988,0,0,0,0,0,0,0,0
5,0,0,0,0,4,1996,0,0,0,0,0,0,0
6,0,0,0,3,0,0,1997,0,0,0,0,0,0
7,0,0,0,0,0,0,0,2000,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1998,0,2,0,0
9,22,2,0,7,0,0,4,3,23,1922,17,0,0
10,0,2,0,13,0,0,0,0,0,0,1949,36,0
11,0,0,0,0,0,0,0,0,0,0,148,1848,4
12,0,0,0,0,0,0,0,0,0,0,0,0,2000
