,0,1,2,3,4,5,6,7,8,9,10,11,12
0,3166,13,0,8,0,0,0,1,0,8,9,0,0
1,2,3091,17,10,0,0,0,3,0,31,3,29,0
2,1,11,3125,0,1,0,0,0,0,48,0,0,0
3,20,29,15,3093,24,6,18,3,0,42,24,12,0
4,0,7,2,14,3037,13,0,0,0,0,3,0,1
5,0,0,6,0,27,3206,0,0,0,0,0,0,0
6,3,0,0,19,0,0,3149,0,0,0,0,6,0
7,0,0,0,10,0,0,0,3225,0,5,0,0,0
8,0,0,2,0,0,0,0,0,3275,15,0,0,0
9,4,41,5,43,0,7,2,9,17,3047,34,10,0
10,5,17,1,24,16,1,1,0,1,5,3011,118,0
11,8,7,10,24,1,16,1,0,0,2,203,2830,5
12,0,0,0,0,0,0,0,0,0,0,13,5,3168
