,0,1,2,3,4,5,6,7,8,9,10,11,12
0,3195,0,0,0,0,0,0,0,0,10,0,0,0
1,0,3168,1,0,0,0,0,2,14,1,0,0,0
2,0,1,3179,0,0,0,0,0,6,0,0,0,0
3,15,17,1,3185,14,0,27,0,11,7,7,2,0
4,9,0,12,0,3056,0,0,0,0,0,0,0,0
5,0,0,0,0,0,3239,0,0,0,0,0,0,0
6,1,0,0,1,0,0,3171,0,0,0,4,0,0
7,0,0,0,0,0,0,0,3240,0,0,0,0,0
8,0,0,0,0,0,0,0,0,3290,1,1,0,0
9,14,14,3,19,0,0,6,4,39,3089,31,0,0
10,1,2,1,0,0,0,0,0,1,0,3131,64,0
11,0,0,4,0,0,0,0,0,0,0,214,2889,0
12,0,0,0,0,0,0,0,0,0,0,0,0,3186
